IP Range,23.227.38.0 - 23.227.38.255,,https://myip.ms/browse/sites/1/ipID/23.227.38.0/ipIDii/23.227.38.255/sort/6/asc/1#top,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Domain Info,,,,,,,,,,,,,,,,,SEO,,,,,,
No,Web Site,Website IP Address,Web Hosting Company / IP Owner,Web Hosting / Server IP Location,Web Hosting City,World Site Popular Rating,World Site Popular Rating (MyIP),Alexa Global Ranking,TLD,Company Name (Clearbit),Description (Clearbit),Selling?,Country (Clearbit),Category,SIC (Standard Industrial Classification),NAICs,Estimated Revenue (Clearbit),Reported Revenue (Clearbit),Brand Search Volume (Keywords Everywhere),Referring Domains (Ahrefs),Backlinks (Ahrefs),Keywords (Ahrefs),Traffic (Ahrefs)
304,hotelchocolat.co.jp,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 59,668","59,668",1471415,co.jp,ãƒ›ãƒ†ãƒ«ã‚·ãƒ§ã‚³ãƒ©,Hotel Chocolat Japanã‚ªãƒ•ã‚£ã‚·ãƒ£ãƒ«ã‚¢ã‚«ã‚¦ãƒ³ãƒˆï¼ã‚¤ã‚®ãƒªã‚¹ç™ºã‚«ã‚«ã‚ªå°‚é–€åº—,,JP,,,,,,,104,311,849,1212
305,lightware.co.za,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 59,829","59,829",921621,co.za,Laser Developer,"LightWare Optoelectronics, leader in laser range-finder technolology. We develop and distribute innovative laser rangefinder products for application across multiple industries. Responsiveness to our customers, product innovation, product & service qua...",,ZA,,"Search, Detection, Navigation, Guidance, Aeronautical Sys",Manufacturing,,,,133,3132,165,140
306,roseandcoyjapan.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 60,126","60,126",1957663,com,,,,,,,,,,,21,55,18,3
307,rumbatime.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 60,132","60,132",1297475,com,Rumba,"Rumba was built on a belief that time doesnâ€™t define us, we define our time. Our watches and accessories are inspired by the streets of New York and Los Angeles, and those that define fashion today â€“ theyâ€™re inspired by you.",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,629,5211,1189,1470
308,scooterdepo.co,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 60,160","60,160",161629,co,scooterdepo,ã‚¹ã‚¯ãƒ¼ã‚¿ãƒ¼ã«èˆˆå‘³ãŒã‚ã‚‹ã‘ã©ã€æ—¥æœ¬ã§å£²ã£ã¦ãªã„ã—ã€è²·ã†ã¨ã—ã¦ã‚‚æµ·å¤–ã®ã‚µã‚¤ãƒˆå…¨éƒ¨è‹±èªžã ã‹ã‚‰å›°ã‚‹ã€‚ã£ã¦è¨€ã†ãŠå®¢æ§˜ã«ã€SCOOTERDEPOãŒã‚ªã‚¹ã‚¹ãƒ¡ï¼ï¼8å¹´é–“ãƒ—ãƒ­ã‚¹ã‚¯ãƒ¼ã‚¿ãƒ¼çµŒé¨“è€…ãŒé¸ã¶ã‚¹ã‚¯ãƒ¼ã‚¿ãƒ¼ã‚’è²©å£²ã€‚ã‚¹ã‚¯ãƒ¼ã‚¿ãƒ¼ã®é¸ã³æ–¹ãŒã‚ã‹ã‚‰ãªã„ãªã©ã€ãŠæ°—è»½ã«DMãã ã•ã„ã€‚URLã§ã‚µã‚¤ãƒˆã‚’ãƒã‚§ãƒƒã‚¯â¬‡ï¸,,,,,,,,,6,28,45,20
309,shoplessons.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 60,195","60,195",373350,com,,Australia's leading destination for men's luxury and contemporary fashion.,,,,,,,,,91,283,1049,2284
310,turkeystores.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 60,336","60,336",2412933,com,,,,,,,,,,,0,0,0,0
311,mondayswimwear.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 60,462","60,462",207484,com,Monday Swimwear,"Natasha Oakley and Devin Brugman's line of women's swimwear, known for its iconic feminine designs, immaculate fit, soft-to-touch feel and enduring quality. Styles designed with real women in mind, our suits fit cup sizes AA-G and sizes 00-16.",,,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,391,2494,6233,9926
312,herbivorebotanicals.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 60,479","60,479",127697,com,Herbivore Botanicals,"We bring you products that are safe, non-toxic, and highly effective. We believe in tangible results you can see and feel.",,US,Consumer Discretionary,Food and Kindred Products,Manufacturing,$1M-$10M,,,3260,23178,13146,51312
313,bottleneckgallery.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 60,540","60,540",390485,com,Bottleneck Gallery,"Contemporary art space located in the heart of Williamsburg, Brooklyn specializing in limited edition pop-culture, gig and alternative movie posters. Collectible vinyl and toys.",,US,"Hotels, Restaurants & Leisure",Radiotelephone Communications,Information,,,,1210,150015,15478,7768
314,kbdfans.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 60,841","60,841",39529,com,KBDfans,"Build your own mechanical keyboard, starting here!",,,,,,,,,353,6708,9869,36589
315,escortradar.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 60,940","60,940",226301,com,Escort,"Escort Radar has the highest quality radar detectors and premium automotive accessories available to help you, our customer, avoid speeding tickets",,US,Computer Networking,Electronic & Other Electrical Equipment (No Computer Equip),Manufacturing,$100M-$250M,,,2423,105765,12882,76013
316,timbuk2.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 61,050","61,050",48944,com,Timbuk2,"Born and bred on the backs of San Francisco bike messengers, Timbuk2 builds tough-as-Hell backpacks, messengers, travel bags, and accessories designed to outlast you. Free Shipping and Lifetime Warranty.",,US,"Apparel, Accessories & Luxury Goods","Search, Detection, Navigation, Guidance, Aeronautical Sys",Manufacturing,$10M-$50M,,,5365,201742,44361,117482
317,thepihut.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 61,172","61,172",55209,com,The Pi Hut,Official Raspberry Pi reseller. The ultimate Raspberry Pi & maker superstore with all of the biggest brands under one roof. Raspberry Pi Zero stockist. Next Day delivery available.,,GB,Consumer Discretionary,Wholesale-Durable Goods,WholesaleTrade in United States,,,,4740,175869,104839,178203
318,soccer-cases.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 61,718","61,718",2985777,com,SoccerCases,"At SoccerCases, you can buy football phone cases. We sell cases with footballers such as Ronaldo, Messi, Neymar, Mbappe, Griezmann and many more.",,,,,,,,,17,34,31,38
319,aiistore.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 61,838","61,838",,com,,,,,,,,,,,1,1,0,0
320,radioshack.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 61,871","61,871",138868,com,RadioShack,"RadioShack, formerly RadioShack Corporation, is the trade name of an American retailer founded in 1921.",,US,Retailing,,RetailTrade,,,,18086,764901,195735,465437
321,gravityblankets.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 61,986","61,986",83331,com,Gravity Blanket,A weighted blanket engineered to be 10% of your body weight to naturally reduce stress and increase relaxation.,,,,Wholesale-Paper & Paper Products,WholesaleTrade in United States,,,,898,48115,6435,67594
322,liquid-iv.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 61,990","61,990",93647,com,Liquid I.V.,Liquid I.V.â„¢â€™s Hydration Multiplier is an electrolyte drink mix that uses the science of Cellular Transport Technology (CTT)â„¢ to hydrate faster than water alone. Liquid I.V. contains 5 essential vitamins that replenish and restore the bodyâ€™s normal vit...,,US,Food,Retail-Food Stores,Accommodation and Food Services,$1M-$10M,,,626,25425,7511,18660
323,mackweldon.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 61,991","61,991",32519,com,Mack Weldon,"Mack Weldon is reinventing menâ€™s basics. We believe in smart design, premium fabrics, and simple shopping.",,US,Consumer Staples,Leather & Leather Products,Manufacturing,,,,1718,50951,15704,55519
324,metathreads.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 61,992","61,992",111104,com,Meta Threads,"Meta Threads is the Global Leader in lifestyle gaming apparel. Proudly manufactured in the USA at our Los Angeles, CA headquarters.",,,Consumer Goods,Electronic & Other Electrical Equipment (No Computer Equip),Manufacturing,$1M-$10M,,,693,999722,19247,33343
325,backtobasics.bio,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 62,082","62,082",1639066,bio,,"Discover our organic cosmetics that are all certified COSMOS.All our products are handmade in our workshop in Marseille and are natural.All our cosmetics are artisanal, natural and 100% vegan: soap ,deodorant ,shampoo, moisturizing cream and toothpaste.",,,,,,,,,11,74,766,321
326,credobeauty.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 62,223","62,223",66753,com,Credo Beauty,"Shop clean, nontoxic beauty & skin care products at Credo, and get free shipping over $50 + free samples with every purchase. Believe in better beauty.",,US,Consumer Discretionary,Chemicals & Allied Products,Manufacturing,$10M-$50M,,,2077,24594,22375,17336
327,marinelayer.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 62,229","62,229",58099,com,Marine Layer,Absurdly soft clothes designed in San Francisco and enjoyed by all.,,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,1142,9417,20045,38478
328,alphaclothing.co,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 62,380","62,380",148383,co,Alpha Clothing Co.,"Designed in the USA, Alpha Clothing is the premium choice for athletes and bodybuilders. Shop now for fitness apparel, bodybuilding clothing, stringers...",,,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$0-$1M,,,176,1285,5407,18234
329,4patriots.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 62,387","62,387",165547,com,4Patriots,At 4Patriots we champion freedom and self-reliance by offering high-quality products that help our customers become more self-reliant and independent. We treat our customers the way we would want to be treated and we stand behind all of our products wi...,,US,Consumer Goods,,WholesaleTrade in United States,$10M-$50M,,,352,16147,1385,6404
330,clivecoffee.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 62,480","62,480",144148,com,Clive Coffee,"Clive Coffee will help you find the best espresso machine and coffee grinder for your home. From home espresso machines to commercial, we've got you covered.",,US,Consumer Staples,Retail-Eating & Drinking Places,Accommodation and Food Services,$1M-$10M,,,870,81480,25465,21477
331,dsaawq.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 62,712","62,712",4336486,com,,,,,,,,,,,0,0,1,0
332,nexusbaby.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 62,982","62,982",1127016,com,,"Only the latest practical trending products for new parents and newborn, toddler, nursery, and kindergarten.",,,,,,,,,5,11,13,0
333,raen.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 63,267","63,267",162410,com,RAEN,"Shop for the latest collection of sunglasses, eyeglasses & more not only for men, but women too. Grab your pair from our huge collection of eyewear.",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,1074,20400,9663,7517
334,equilibriumnutrition.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 63,441","63,441",165628,com,,"Equilibrium Nutrition is Dr. Stephen Cabral's online Natural Health store offering you the highest quality nutritional supplements and Functional Medicine lab testing in the world. Equilibrium Nutrition uses Naturopathic, Ayurvedic, BioRegulatory, and ...",,US,,,,,,,177,101099,4514,2024
335,yogaclub.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 63,445","63,445",74149,com,YogaClub,Brand name yoga & workout apparel delivered to your doorstep each month for up to 60% off retail prices.,,US,Consumer Discretionary,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,485,3681,6879,8766
336,wondermakershop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 63,596","63,596",439706,com,Wonder Makers by Magic Five,,,,"Hotels, Restaurants & Leisure",Services-Amusement & Recreation Services,"Arts, Entertainment, and Recreation",$1M-$10M,,,122,3853,1267,1729
337,nobullproject.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 63,607","63,607",64676,com,NOBULL,"NOBULL is a footwear, apparel and accessory brand for people who train hard and don't believe in excuses. NOBULL - Just The Horns.",,,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,576,15112,25676,27256
338,emojiisland.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 63,628","63,628",87096,com,Emoji Island,Emoji Island has all the emoji Images that you are looking for! No sign-up required. Download all iphone emojis for free in PNG and JPG format with just a click.,,,Internet,"Services-Engineering, Accounting, Research, Management","Professional, Scientific, and Technical Services",,,,498,70595,44278,79734
339,taylorstitch.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 63,646","63,646",49599,com,Taylor Stitch,"Inspired &amp; Designed in California. Menâ€™s shirting, outerwear, denim, and basics responsibly built for the long haul. New products released every...",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,1458,46085,14872,37134
340,coastalscents.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 63,798","63,798",132974,com,Coastal Scents,"Top-Rated beauty products with discounted pricing, an extensive collection of makeup brushes, makeup palettes, eyeshadows, concealers, blushes, eyeliners, lipsticks, primers, bronzers and more. *Free domestic shipping on orders $30 or more. Shop Now!",,US,Cosmetics,Retail-Miscellaneous Retail,RetailTrade,$1M-$10M,,,5013,276688,10080,39256
341,puffy.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 63,849","63,849",167739,com,Puffy,Puffy Mattress was designed to give you the best sleep ever. Ranked 2018 Best Mattress. Get Your Puffy Today.,,US,Consumer Discretionary,Household Furniture,Manufacturing,$1M-$10M,,,2843,16834,12006,12263
342,supergoop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 63,853","63,853",128334,com,Supergoop!,"Supergoop! is the only prestige skincare brand 100% dedicated to suncare, making it easy to incorporate UV protection into your daily routine.",,US,Consumer Discretionary,Chemicals & Allied Products,Manufacturing,$10M-$50M,,,2232,21254,12394,15593
343,superheroic.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 63,854","63,854",672232,com,Super Heroic,"Our kid sneakers are built for play. Durable, slip on, kid shoes made for kids. Super Heroic's mission is to help every child unlock their superpowers through footwear and apparel designed especially for kids and made for all day play.",,US,Consumer Staples,Leather & Leather Products,Manufacturing,$1M-$10M,,,225,632,803,896
344,dipyourcar.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 63,912","63,912",168892,com,DipYourCar.com,"DipYourCar.com is your go-to resource for peelable auto paint, accessories, tutorials, and more! Browse our Dip Pearls, Plasti DipÂ® for sale, and more!",,US,,Retail-Auto Dealers & Gasoline Stations,RetailTrade,,,,2279,169757,21633,56917
345,shinesty.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 63,960","63,960",91137,com,Shinesty,"Keeping you outfitted for all of lifeâ€™s social moments, welcome to the home of the largest collection of outrageous party clothing and themed party apparel on the internet. Your life just got way better.",,US,Consumer Staples,Services-Advertising,"Professional, Scientific, and Technical Services",$10M-$50M,,,1564,70760,125739,118946
346,turmswear.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 63,973","63,973",89291,com,,"Join the revolution. Buy sustainable water-based stain repellent, anti-odour t-shirts, jeans, shirts, polos, Henleys and joggers online in India. Free shipping, CoD and full refund if you don't love it. Explore now.",,,Consumer Staples,Apparel & Other Finished Prods of Fabrics & Similar Matl,Manufacturing,,,,58,238,8669,8016
347,helaown.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 64,050","64,050",3405949,com,,,,,,,,,,,0,0,0,0
348,expressdeal.net,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 64,082","64,082",1885218,net,,"Find great deals like men and women's clothings, mobile phone accesories like mobile cases, chargers, power bank and much more office and consumers electronics.",,,,,,,,,2,4,0,0
349,fcpxfree.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 64,288","64,288",243765,com,FCPXFree,"The biggest directory of everything free to do with FCP X on the internet. Find free motion templates, plugins, tutorials, stock footage, titles, transitions.",,,Internet,"Services-Engineering, Accounting, Research, Management","Professional, Scientific, and Technical Services",,,,151,604,5845,4709
350,westcoastvapesupply.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 64,380","64,380",250469,com,westcoast vapesupply,"We serve our customers with premium vape juice, vape hardware, salt nic, vape coils, vape pods, famed vape brands such as Cuttwood, Naked 100, JUUL, MYLE, VOOPOO and more.",,US,Consumer Staples,Retail-Miscellaneous Retail,RetailTrade,,,,646,44537,23604,58946
351,exportleftovers.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 64,528","64,528",40380,com,ExportLeftovers,"Buy Genuine Export Products at Factory Direct Prices. Enjoy Free shipping on orders over Rs.1,499. Cash on delivery all across Pakistan. UAN 041 111 300 356",,PK,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,130,887,5384,44726
352,casesmaster.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 64,543","64,543",643411,com,,,,,,,,,,,10,33,586,125
353,powerdot.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 64,690","64,690",159434,com,MyPowerDot,"PowerDot is the world's first Smart Muscle Stimulator. Controlled by our app on your mobile device, PowerDot is the most portable and easy to use electric muscle stimulator available.",,,Internet Software & Services,Radiotelephone Communications,Information,,,,508,14974,6807,7039
354,loveyourmelon.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 64,711","64,711",107726,com,Love Your Melon,"Love Your Melon Inc. is a for-profit company based in Minneapolis, Minnesota.",,US,Retailing,,Other Services (except Public Administration),$10M-$50M,"$31,500,000",,1605,9639,36037,57349
